ID, Beans, Bread, Cerel,ChdBby, Chips,  Corn,  Eggs,  Fish, Fruit,  Meat,  Milk,Pepper,  Rice, Salza, Sauce,  Soda,Tomato,Tortya,Vegges,YogChs
671,     8,     1,     5,     3,     1,     1,     0,     0,     7,     1,     2,     1,     8,     1,     8,     0,     1,     1,     5,     5
672,     9,     4,     5,     2,     1,     0,     1,     1,     6,     0,     2,     1,     9,     2,     8,     1,     2,     1,     8,     8
673,     1,     3,     6,     5,     7,     0,     5,     2,     2,     6,     0,     1,     1,     1,     0,     8,     3,     4,     0,     0
674,     1,     3,     9,     4,     8,     2,     6,     1,     5,     6,     2,     3,     1,     2,     1,     8,     2,     3,     2,     0
675,     4,     4,     0,     6,     2,     6,     5,     1,     4,     7,     3,     3,     8,     1,     1,     2,     7,     7,     7,     8
676,     0,     3,     6,     6,     2,     1,     9,    10,     5,     7,     4,     1,     7,     0,     2,     1,     3,     0,     7,     1
677,     8,     4,     4,     7,     2,     0,     0,     0,     6,     3,     3,     2,     8,     4,     9,     1,     1,     0,     9,     7
678,     9,     3,     8,     4,     9,     6,     7,     1,     4,     4,     7,     9,     8,     8,     1,     0,     4,     6,     8,     6
679,     5,     0,     2,     4,     5,     6,     6,     1,     4,     8,     2,     5,     8,     3,     0,     2,     7,     5,     6,     8
680,     6,     5,     8,     3,     8,     6,     4,     1,     6,     5,     8,     8,     9,     9,     2,     0,     2,     6,     6,     7
681,     8,     2,     7,     6,     8,     4,     6,     1,     3,     3,     7,     7,     8,     8,     0,     1,     8,     9,     8,     6
682,     2,     7,     8,     5,     2,     1,     1,     4,     6,     9,     9,     7,     6,     4,     0,     1,     0,     0,     7,     5
683,     8,     2,     1,     6,     3,     5,     6,     0,     5,     7,     1,     3,     7,     3,     1,     1,     8,     8,     9,    10
684,     2,     3,     8,     6,     9,     0,     4,     1,     6,     7,     2,     1,     2,     3,     0,     9,     4,     3,     2,     2
685,     2,     7,     9,     6,     4,     0,     5,     1,     6,     7,    10,     7,     5,     1,     1,     2,     1,     0,     6,     4
686,     3,     4,     8,     7,     9,     1,     2,     0,     9,     9,     3,     2,     2,     1,     0,    10,     1,     1,     4,     0
687,     1,     5,     9,     3,     6,     1,     3,     0,     3,     5,     9,     4,     6,     1,     0,     0,     0,     0,     7,     5
688,     3,     4,     4,     2,     1,     1,     7,     8,     6,     7,     6,     3,     8,     0,     1,     1,     1,     2,     6,     1
689,     3,     3,     1,     5,     4,     6,     5,     1,     4,     7,     3,     5,     5,     0,     2,     5,     8,     6,    10,     9
690,     3,     2,     8,     1,     3,     1,    10,     9,     6,     6,     5,     0,     6,     1,     2,     0,     3,     2,     8,     1
691,    10,     2,     5,     6,     1,     0,     2,     2,     5,     0,     1,     1,     6,     0,     9,     0,     4,     1,     9,     5
692,    10,     4,     5,     3,     8,     8,     4,     2,     4,     3,     7,     9,     6,     6,     0,     0,     4,     7,     8,     6
693,     2,     4,     8,     5,     7,     0,     2,     2,     7,     7,     1,     3,     1,     4,     2,     8,     3,     2,     2,     1
694,     2,     5,     7,     9,     7,     1,     5,     4,     5,     7,     3,     3,     2,     0,     1,     9,     3,     6,     1,     0
695,     3,     2,     9,     4,     7,     0,     5,     2,     5,     8,     0,     1,     2,     3,     1,     8,     0,     1,     2,     1
696,     9,     4,     9,     4,    10,     7,     6,     1,     6,     6,     6,     8,     9,     8,     1,     1,     7,     9,     4,     6
697,     3,     3,     6,     6,     8,     0,     6,     2,     6,     8,     0,     2,     1,     3,     0,     9,     1,     3,     2,     2
698,     2,     6,     6,     6,     2,     0,     6,     8,     6,     6,     4,     1,     5,     1,     1,     3,     5,     0,     6,     1
699,     1,     8,    10,     5,     4,     0,     3,     1,     7,     7,     9,     4,     5,     1,     0,     2,     0,     0,     6,     7
700,     5,     2,     1,     5,     5,     4,     9,     4,     8,     8,     2,     5,     7,     1,     0,     1,     5,     8,    10,    10
701,     2,     4,     3,     5,     1,     0,     9,     8,     3,     6,     4,     3,     9,     1,     0,     1,     2,     0,     4,     2
702,     8,     3,     8,     5,     8,     5,     6,     1,     6,     6,     4,     9,     7,     8,     0,     1,     5,     8,     7,     7
703,    10,     5,     4,     6,     1,     2,     1,     0,     6,     2,     3,     2,     9,     2,     7,     0,     0,     2,     9,     7
704,     3,     4,     5,     6,     3,     0,     7,     6,     6,     7,     6,     0,     8,     0,     2,     2,     2,     0,     5,     1
705,     9,     5,     9,     4,     9,     7,     6,     2,     4,     6,     7,     8,     9,     8,     1,     0,     2,     7,     8,     8
706,     9,     4,     6,     2,     0,     1,     1,     4,     5,     1,     3,     1,     7,     0,    10,     2,     1,     0,     7,     3
707,     2,     3,     8,     8,     9,     1,     5,     2,     2,     8,     3,     3,     4,     0,     0,     8,     0,     3,     2,     2
708,     5,     3,     8,     3,     6,     5,     4,     0,     5,     8,     7,     5,     8,     8,     0,     0,     5,     8,     5,     4
709,     3,     8,     8,     5,     2,     2,     5,     2,     5,     8,     9,     3,     7,     0,     2,     2,     1,     1,     6,     5
710,     1,     5,     8,     4,     4,     0,     3,     2,     4,     7,     4,     6,     3,     2,     0,     4,     0,     1,     9,     6
711,     7,     1,     5,     9,     0,     1,     0,     2,     4,     1,     3,     2,     7,     2,     5,     0,     2,     2,     7,     6
712,     7,     5,     6,     5,     9,     7,     6,     0,     3,     4,     8,     7,     9,     6,     2,     1,     0,     7,     7,     7
713,     4,     5,     8,     4,     9,     1,     6,     1,     6,     6,     2,     5,     2,     5,     1,     8,     1,     3,     4,     3
714,     6,     2,     1,     3,     3,     7,     3,     4,     4,     8,     2,     7,     8,     1,     1,     2,    10,     7,    10,     7
715,     9,     3,     6,     3,     0,     3,     2,     4,     7,     1,     1,     2,     6,     0,     9,     0,     1,     0,     6,     8
716,     8,     2,     6,     5,     1,     0,     3,     3,     6,     1,     0,     1,     7,     4,     7,     2,     2,     2,     7,     6
717,    10,     3,     6,     4,     0,     0,     1,     1,     4,     1,     3,     1,     7,     3,     8,     1,     0,     0,     9,     6
718,     0,     1,     5,     5,     2,     0,     8,     8,     5,     6,     6,     1,     7,     1,     2,     0,     4,     0,     7,     3
719,     3,     5,     9,     6,     1,     1,     9,     7,     5,     6,     5,     1,     9,     1,     0,     0,     2,     3,     6,     3
720,     3,     3,     2,     3,     1,     5,     3,     0,     5,     7,     1,     7,     7,     2,     0,     2,     7,     7,    10,     8
721,     6,     1,     1,     3,     5,     6,     5,     3,     6,     9,     3,     6,     8,     6,     0,     1,     7,    10,     9,     9
722,     3,     6,     9,     6,     8,     0,     4,     3,     6,     7,     2,     1,     0,     1,     0,     8,     3,     1,     4,     0
723,     5,     4,     4,     5,     0,     1,     0,     1,     4,     0,     2,     2,     6,     2,     7,     4,     1,     1,     3,     7
724,     3,     7,     7,     6,     4,     0,     2,     2,     5,     7,     7,     6,     7,     0,     0,     0,     1,     2,     7,     4
725,     9,     5,     8,     5,     8,     5,     4,     1,     2,     3,     8,     8,     9,     7,     1,     1,     7,     8,     7,     8
726,     2,     4,     5,     6,     1,     0,     8,     8,     2,     8,     5,     1,     6,     1,     0,     1,     0,     0,     5,     4
727,     8,     2,     7,     7,     9,     8,     3,     2,     5,     4,     5,    10,     6,     7,     0,     2,     5,     8,     6,     6
728,     2,     4,     8,     6,     9,     0,     5,     1,     6,     8,     4,     2,     0,     2,     0,     8,     1,     0,     2,     1
729,     2,     8,     7,     7,     3,     1,     8,     0,     4,     8,     8,     7,     8,     2,     0,     1,     2,     2,     7,     4
730,     3,     2,     6,     5,     8,     0,     3,     1,     6,     8,     4,     3,     2,     2,     1,     8,     0,     2,     2,     0
731,     4,     2,     1,     2,     0,     0,     8,     6,     4,     6,     6,     1,     7,     1,     1,     1,     4,     3,     7,     1
732,     0,     5,     8,     5,     1,     2,     7,     9,     5,     5,     5,     1,     5,     0,     1,     2,     3,     0,     5,     4
733,     3,     2,     6,     5,     2,     1,     6,     8,     5,     6,     7,     1,     7,     3,     4,     0,     3,     1,     6,     2
734,     1,     2,     4,     4,     3,     1,     8,     8,     6,     7,     4,     0,     7,     0,     2,     1,     3,     2,     7,     2
735,     3,     3,     1,     4,     2,     3,     4,     1,     7,     8,     1,     3,     8,     4,     1,     2,     4,     5,     9,     9
736,     8,     4,     6,     4,     1,     1,     1,     1,     4,     0,     1,     1,     6,     0,     7,     0,     0,     0,     8,     5
737,     7,     0,     0,     6,     1,     3,     5,     2,     8,     8,     4,     4,     8,     2,     1,     1,     5,     5,     7,     7
738,     2,     5,     6,     4,     9,     0,     3,     0,     8,     9,     1,     1,     2,     2,     0,     6,     4,     3,     2,     0
739,     2,     4,     5,     5,     1,     2,     8,     7,     7,     6,     3,     0,     7,     2,     2,     1,     2,     2,     6,     2
740,     8,     5,     5,     6,     1,     0,     5,     2,     4,     2,     2,     1,     9,     2,     7,     1,     1,     0,     9,     7
741,     9,     4,     4,     5,     0,     1,     1,     1,     4,     0,     1,     0,     7,     1,     6,     2,     1,     2,     7,     6
742,     1,     7,     8,     3,     4,     2,     6,     1,     8,     7,     8,     6,     4,     1,     0,     0,     0,     0,     8,     8
743,     2,     6,     8,     8,     4,     0,     6,     1,     3,     8,     8,     4,     7,     2,     1,     3,     1,     3,     8,     5
744,     9,     5,     9,     6,     8,     4,     5,     2,     3,     7,     7,     8,     7,     8,     1,     0,     7,     6,     9,     6
745,     2,     2,    10,     3,     7,     1,     6,     1,     5,     8,     2,     2,     1,     3,     2,     8,     1,     2,     4,     0
746,     7,     1,     5,     5,     0,     0,     0,     0,     8,     0,     3,     1,     6,     0,     6,     1,     1,     0,     5,     8
747,     3,     2,     4,     6,     0,     0,     7,    10,     3,     7,     5,     1,     7,     0,     1,     3,     3,     2,     4,     4
748,     0,     6,     4,     8,     2,     1,     7,     8,     8,     6,     5,     0,     7,     1,     3,     1,     2,     2,     7,     0
749,     2,     5,     6,     5,     2,     0,     9,     6,     4,     6,     5,     1,     9,     0,     0,     1,     3,     2,     6,     1
750,     2,     4,     8,     4,     7,     1,     7,     2,     8,     9,     3,     1,     2,     3,     1,     7,     1,     2,     4,     1
751,     2,     5,     7,     4,     9,     0,     8,     0,     7,     7,     2,     2,     1,     1,     1,     7,     4,     1,     1,     0
752,     6,     6,     7,     5,    10,     0,     6,     1,     4,     8,     7,     2,     3,     1,     3,     9,     4,     1,     1,     0
753,     1,     2,    10,     7,    10,     2,     7,     0,     3,     6,     1,     3,     1,     1,     1,     9,     0,     1,     1,     1
754,     9,     7,     7,     2,     8,     7,     5,     2,     3,     4,     9,     9,     9,     7,     2,     0,     5,    10,     5,     7
755,     3,     5,     6,     5,     3,     1,     5,     1,     6,     6,     8,     5,     4,     2,     0,     2,     0,     0,     8,     5
756,     5,     1,     0,     4,     0,     5,     6,     1,     4,     8,     3,     5,     8,     1,     0,     0,     6,     9,    10,    10
757,     0,     2,     7,     4,     1,     0,     9,     9,     6,     5,     5,     2,     6,     2,     0,     2,     2,     2,     9,     0
758,     8,     2,     4,     4,     0,     1,     2,     4,     3,     2,     1,     1,     5,     1,     9,     3,     2,     1,     7,     6
759,     1,     3,     7,     6,     0,     1,     9,     9,     4,     3,     2,     2,     6,     2,     1,     1,     3,     0,     6,     2
760,     9,     4,     7,     8,     8,     7,     2,     0,     5,     5,     8,     9,     7,     9,     3,     1,     2,    10,     7,     8
761,     3,     6,     7,     5,     2,     0,     6,     1,     5,    10,     7,     7,     7,     1,     1,     3,     2,     1,     5,     7
762,     6,     1,     4,     5,     0,     0,     0,     1,     5,     2,     3,     1,     9,     2,     8,     0,     0,     1,     5,     4
763,     1,     4,     8,     4,     1,     0,     7,     7,     4,     4,     3,     1,     7,     2,     0,     2,     1,     0,     9,     2
764,     9,     3,     7,     5,     0,     0,     1,     1,     7,     1,     2,     0,     8,     2,    10,     2,     1,     2,     7,     5
765,     1,     7,     8,     5,     0,     1,     7,     2,     3,     6,     9,     4,     6,     1,     1,     1,     1,     2,     5,     6
766,     8,     4,     6,     5,     6,     4,     4,     0,     2,     5,     4,     8,     9,    10,     2,     1,     4,     7,     4,     7
767,     7,     3,     0,     4,     4,     6,     3,     1,     4,    10,     5,     5,     4,     0,     0,     1,     8,     8,     9,     9
768,     2,     5,     9,     7,     7,     1,     3,     1,     6,     8,     2,     2,     1,     0,     0,     7,     1,     5,     3,     2
769,     1,     6,     8,     4,     8,     3,     9,     2,     4,     7,     7,     4,     4,     1,     1,     0,     1,     1,     9,     7
770,     8,     6,     8,     5,     8,     9,     5,     1,     5,     5,     4,     8,     7,     8,     0,     1,     4,     8,     7,     8
771,     2,     5,     9,     2,     8,     1,     4,     1,     5,     6,     0,     4,     1,     2,     1,     7,     2,     1,     1,     1
772,     7,     2,     6,     3,     8,     5,     4,     2,     6,     6,     6,     9,     8,     8,     1,     1,     6,     8,     4,     6
773,     8,     6,     0,     5,     2,     4,     6,     0,     8,     6,     2,     5,     6,     2,     0,     3,     5,     7,     7,    10
774,     0,     4,     2,     6,     5,     0,     7,     7,     5,     6,     4,     1,     9,     1,     0,     1,     2,     1,     6,     4
775,     0,     3,     5,     8,     1,     1,     8,     6,     1,     9,     3,     4,     9,     0,     0,     1,     5,     2,     7,     1
776,     2,     3,     4,     6,     2,     0,     6,     9,     7,     5,     6,     2,     5,     0,     0,     1,     2,     2,     7,     2
777,     6,     4,     6,     7,     1,     1,     1,     1,     5,     2,     1,     0,     9,     5,     9,     1,     2,     2,     8,     2
778,     8,     5,     9,     1,    10,     6,     7,     2,     5,     3,     5,     8,     5,     9,     2,     1,     6,     8,     8,     7
779,     8,     2,     6,     4,     8,     4,     5,     1,     4,     6,     8,     8,     6,     7,     0,     1,     6,     8,     8,     7
780,     2,     5,    10,     5,     4,     0,     5,     1,     6,     9,     2,     2,     3,     3,     1,     8,     0,     2,     3,     0
781,     4,     5,     5,     3,     3,     0,     6,     4,     6,     9,     6,     0,     5,     3,     0,     0,     3,     1,     5,     1
782,     9,     6,     8,     3,     8,     4,     6,     1,     4,     3,     6,     7,     6,     9,     2,     0,     4,     9,     6,     7
783,     0,     4,     6,     0,     0,     0,     7,     7,     4,     7,     2,     1,     7,     1,     1,     1,     4,     1,     8,     1
784,     6,     3,     7,     6,     6,     5,     6,     0,     5,     2,     6,    10,     7,     8,     2,     0,     5,     9,     9,     7
785,     9,     1,     7,     5,     1,     1,     1,     3,     5,     0,     3,     2,     6,     1,     9,     0,     0,     0,     6,     5
786,     1,     0,     7,     8,     7,     1,     6,     0,     3,     7,     3,     3,     2,     1,     0,     7,     4,     1,     0,     0
787,     3,     5,     4,     8,     1,     0,     6,     6,     2,     6,     3,     1,     5,     0,     2,     1,     2,     0,     7,     2
788,     9,     4,     6,     8,     0,     3,     0,     1,     7,     0,     5,     2,     8,     1,     8,     1,     1,     1,     8,     6
789,     1,     7,     8,     4,     5,     0,     5,     3,     4,     7,     0,     2,     4,     0,     0,     8,     3,     1,     2,     1
790,     2,     5,     7,     7,     3,     1,     5,     0,     6,     3,     8,     5,     4,     1,     1,     1,     2,     1,     8,     5
791,     0,     2,     6,     6,     2,     2,     8,     8,     8,     6,     6,     1,     9,     2,     1,     0,     0,     0,     5,     1
792,     2,     7,    10,     6,     3,     0,     3,     0,     5,     3,     9,     4,     7,     1,     2,     0,     2,     2,     8,     7
793,     1,     4,     8,     7,     0,     0,     9,     9,     4,     5,     6,     1,     8,     1,     0,     0,     3,     0,     6,     2
794,     3,     3,     7,     5,     1,     3,     8,     1,     6,     6,     5,     5,     7,     1,     2,     0,     0,     0,     9,     7
795,     3,     4,     5,     4,     8,     0,     4,     1,     5,     7,     3,     0,     0,     2,     3,     8,     2,     5,     4,     0
796,     6,     2,     1,     5,     2,     4,     6,     1,     9,     8,     3,     3,     6,     3,     2,     0,     8,    10,    10,     9
797,     6,     1,     1,     6,     3,     5,     6,     1,     5,     6,     3,     4,     6,     0,     0,     2,     3,     8,    10,     9
798,     2,     8,     9,     6,     1,     1,     5,     2,     7,     8,     7,     6,     8,     2,     0,     0,     2,     1,     5,     5
799,     9,     2,     5,     2,     1,     0,     1,     2,     4,     1,     2,     1,     5,     2,    10,     2,     1,     1,     7,     6
800,     1,     2,     6,     5,     1,     1,     8,     8,     4,     8,     7,     0,     7,     1,     1,     2,     0,     0,     5,     2
801,     2,     7,     7,     5,     3,     2,     4,     1,     2,     8,     9,     5,     7,     0,     1,     0,     0,     0,     7,     5
802,     4,     1,     1,     6,     2,     3,     6,     2,     4,     7,     3,     1,     8,     3,     1,     1,     8,     8,     9,     8
803,     5,     8,     7,     5,     4,     0,     4,     1,     5,     9,     8,     4,     3,     0,     0,     2,     2,     0,     8,     5
804,     8,     1,     4,     6,     5,     4,     8,     1,     5,     7,     2,     4,     9,     3,     1,     0,     6,     8,     9,     9
805,     4,     1,     0,     2,     2,     7,     3,     1,     7,     9,     0,     3,     8,     4,     0,     0,     5,     7,    10,     8
806,     8,     2,     6,     4,     0,     0,     0,     3,     6,     2,     4,     0,     7,     0,     9,     2,     1,     1,     9,     4
807,     3,     0,    10,     5,     8,     0,     3,     1,     5,     5,     2,     1,     0,     2,     0,     7,     3,     2,     4,     0
808,     0,     4,     7,     8,     2,     1,     5,     0,     5,     7,     8,     3,     5,     2,     1,     1,     3,     0,     8,     7
809,     4,     2,     0,     4,     2,     5,     4,     2,     8,     8,     5,     7,     6,     1,     0,     1,     5,     7,     8,     8
810,     2,     0,     8,     3,     9,     0,     4,     0,     4,     9,     2,     5,     0,     2,     1,    10,     2,     1,     2,     0
811,     0,     3,     7,     4,     9,     1,     8,     1,     5,     8,     1,     3,     3,     4,     1,     7,     3,     1,     1,     1
812,     9,     5,     5,     2,     7,     6,     6,     1,     5,     3,     5,     9,     6,     7,     1,     1,     3,     9,     6,     7
813,     9,     2,     6,     4,     0,     0,     3,     1,     5,     0,     3,     0,     6,     3,     8,     0,     2,     2,     5,     8
814,     1,     0,     6,     6,     4,     1,     9,     9,     4,     6,     6,     1,     6,     0,     1,     0,     1,     0,     8,     0
815,     9,     3,     7,     1,     7,     7,     7,     2,     7,     5,     7,     6,     8,     5,     2,     0,     6,     9,     7,     5
816,     7,     1,     5,     5,     1,     1,     2,     2,     8,     1,     0,     0,     9,     3,     9,     0,     1,     2,     9,     4
817,     2,     2,     6,     3,     5,     0,     4,     0,     3,     8,     4,     0,     2,     2,     2,     8,     2,     3,     1,     1
818,     6,     1,     2,     5,     2,     3,     5,     3,     4,     8,     3,     6,     6,     4,     1,     0,     7,     5,     9,     9
819,     1,     4,     5,     3,     1,     1,     5,     8,     7,     4,     6,     1,     9,     0,     2,     0,     2,     2,     6,     2
820,     4,     4,     7,     1,     8,     0,     7,     1,     6,     8,     3,     1,     4,     3,     0,     7,     3,     0,     3,     0
821,     4,     4,     5,     2,     7,     1,     6,     1,     5,    10,     1,     3,     2,     4,     1,     7,     2,     1,     2,     0
822,     3,     2,     9,     4,     6,     0,     4,     0,     5,     6,     3,     3,     2,     3,     3,     8,     3,     2,     2,     1
823,     8,     1,     6,     8,     0,     0,     1,     1,     4,     0,     2,     1,     7,     0,     8,     0,     0,     0,     6,     7
824,     7,     2,     6,     6,     0,     1,     0,     1,     7,     3,     1,     1,     7,     0,     8,     2,     0,     1,     5,     8
825,     3,     3,     8,     1,     8,     0,     7,     2,     6,     6,     0,     1,     2,     4,     2,     8,     4,     4,     1,     3
826,     3,     5,     9,     7,     2,     0,     3,     1,     2,     8,     9,     5,     7,     0,     0,     0,     3,     0,     4,     7
827,     9,     6,     7,     4,    10,     7,     2,     3,     7,     3,     9,     6,     7,     6,     0,     1,     7,     8,     7,     6
828,     8,     2,     5,     8,     1,     0,     0,     4,     4,     0,     2,     1,     9,     1,     8,     0,     0,     3,     9,     7
829,     3,     5,     9,     4,     3,     0,     3,     2,     5,     8,     8,     4,     8,     2,     0,     1,     0,     0,    10,     5
830,     8,     4,     4,     5,     0,     1,     0,     0,     3,     1,     2,     0,     7,     5,     9,     0,     1,     0,     7,     6
831,     8,     4,     5,     5,     7,     4,     6,     2,     4,     2,     8,     9,     7,     7,     1,     0,     5,     6,     6,     9
832,     1,     3,     6,     6,    10,     1,     5,     2,     8,     5,     6,     3,     2,     3,     1,     8,     5,     2,     2,     3
833,     7,     5,     6,     7,     0,     0,     1,     0,     7,     0,     0,     1,     8,     1,     7,     0,     1,     1,     3,     3
834,     3,     4,     6,     4,     7,     0,     8,     1,     4,     6,     2,     1,     0,     0,     1,     7,     6,     2,     1,     1
835,     5,     1,     0,     4,     3,     3,     5,     1,     5,     9,     1,     6,     7,     1,     0,     1,     5,     8,    10,     7
836,     5,     2,     0,     4,     3,     6,     5,     2,     7,    10,     5,     6,     6,     2,     1,     0,     4,     9,     8,    10
837,     1,     6,     8,     5,     1,     1,     4,     3,     4,     8,     9,     3,     7,     1,     1,     1,     1,     1,     8,     6
838,     1,     3,     7,     4,     7,     0,     3,     1,     7,     8,     1,     1,     2,     2,     1,     8,     2,     2,     2,     0
839,     8,     3,     8,     6,     9,     8,     4,     2,     6,     7,     8,     7,     8,     7,     2,     1,     9,     5,     4,     6
840,     5,     4,     6,     7,     7,     0,     6,     0,     4,     8,     3,     3,     2,     2,     0,    10,     3,     3,     3,     0
841,     9,     2,     4,     6,     0,     1,     1,     0,     4,     1,     0,     0,     9,     4,     8,     0,     1,     1,     8,     5
842,     3,     8,     8,     5,     4,     0,     7,     1,     6,     8,    10,     4,     5,     1,     1,     0,     0,     0,     8,     4
843,     9,     5,     6,     3,     6,     5,     5,     2,     6,     5,     7,     8,     6,     8,     0,     1,     8,     8,     5,     9
844,     9,     5,     4,     7,     0,     0,     1,     1,     6,     1,     2,     2,    10,     3,     8,     2,     0,     4,     7,     5
845,     9,     3,     7,     6,     0,     0,     0,     1,     5,     1,     2,     1,     6,     5,     7,     0,     1,     0,     8,     7
846,     6,     4,     4,     4,     2,     2,     9,     7,     2,     6,     2,     1,     9,     0,     0,     0,     4,     2,     6,     0
847,     0,     5,     5,     9,     9,     1,     4,     1,     5,     8,     1,     2,     0,     0,     3,     8,     0,     1,     2,     2
848,     7,     5,     7,     3,     9,     7,     4,     1,     7,     4,     6,     6,     7,     8,     0,     0,     5,    10,     8,     5
849,     0,     5,     5,     7,     2,     0,     7,     6,     6,     6,     4,     1,     7,     1,     1,     0,     2,     0,     7,     3
850,     3,     1,     2,     6,     2,     1,     7,     9,     5,     5,     5,     0,     8,     2,     2,     0,     2,     0,     7,     1
